,Value,Type,Class,Description
8940,myotonicdystrophy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8941,Myotonicdystrophy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8942,DM,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8943,inheritedneuromusculardisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8944,geneticdefect,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8945,myotonicdystrophy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8946,DM,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8947,venousthrombosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8948,deficienciesofproteinS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8949,ProteinSdeficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8950,venousthrombosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8951,thrombophilicconditions,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8952,proteinSdeficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8953,PROS1genedefect,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8954,PROS1genedefect,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8955,PROS1genedefect,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8956,thrombosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8957,thrombophilicdefect,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8958,trauma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8959,thrombosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8960,defectsinthePROS1gene,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8961,PROS1genedefects,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8962,proteinSdeficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8963,thrombosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8964,Autoimmunelymphoproliferativesyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8965,ALPS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8966,Autoimmunelymphoproliferativesyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8967,ALPS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8968,ALPS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8969,ALPS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8970,ALPS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8971,Prader-Willisyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8972,Angelmansyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8973,Prader-Willisyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8974,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8975,Angelmansyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8976,AS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8977,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8978,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8979,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8980,hereditaryprostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8981,hereditaryprostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8982,ProstateCancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8983,prostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8984,hereditaryprostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8985,hereditaryprostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8986,ProstateCancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8987,prostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8988,prostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8989,hereditaryprostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8990,Huntingtondisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8991,HD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8992,Huntingtondisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8993,HD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8994,HD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8995,Motorincoordination,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8996,immunedeficiencies,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8997,cancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8998,hereditarydisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8999,ataxia-telangiectasia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9000,A-T,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9001,thymiclymphoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9002,cerebellardysfunction,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9003,cerebellardegeneration,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9004,neuropathologicalabnormalities,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9005,A-T,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9006,Atmdeficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9007,A-T,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9008,Wilsondisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9009,Wilsondisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9010,WD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9011,autosomalrecessivedisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9012,WD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9013,WD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9014,WD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9015,Wiskott-Aldrichsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9016,Wiskott-Aldrichsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9017,tumour,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9018,inheritedbreastandovariancancers,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9019,breastcancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9020,Machado-Josephdisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9021,MJD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9022,neurodegenerativedisorders,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
9023,progressivecerebellarataxia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
